id,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
27981,2026-01-29,10:47,Thursday,SHEPPARD WEST STATION,SUDP,0,0,None,YU,0
27982,2026-01-29,10:47,Thursday,VICTORIA PARK STATION,EUSC,0,0,W,BD,5175
27983,2026-01-29,11:10,Thursday,FINCH STATION,SUUT,6,9,S,YU,5781
27984,2026-01-29,11:31,Thursday,BLOOR STATION,MUIR,0,0,N,YU,5691
27985,2026-01-29,11:49,Thursday,QUEEN'S PARK STATION,SUAP,0,0,None,YU,0
27986,2026-01-29,11:57,Thursday,KENNEDY BD STATION,SUAE,12,15,W,BD,5012
27987,2026-01-29,12:33,Thursday,GREENWOOD YARD,SUG,0,0,None,BD,0
27988,2026-01-29,12:45,Thursday,VICTORIA PARK STATION,EUSC,0,0,W,BD,5175
27989,2026-01-29,13:45,Thursday,UNION TO FINCH STATION,TUO,3,6,N,YU,5606
27990,2026-01-29,14:28,Thursday,KIPLING STATION,PUMST,0,0,None,BD,0
27991,2026-01-29,14:35,Thursday,DUNDAS WEST STATION,TUMVS,0,0,W,BD,5283
27992,2026-01-29,14:37,Thursday,KING STATION,MUO,0,0,None,YU,0
27993,2026-01-29,14:43,Thursday,OLD MILL STATION,MUTO,4,7,W,BD,5283
27994,2026-01-29,15:30,Thursday,WELLESLEY STATION,MUIRS,0,0,None,YU,0
27995,2026-01-29,15:36,Thursday,YONGE BD STATION,MUIR,3,5,W,BD,5207
27996,2026-01-29,15:39,Thursday,VICTORIA PARK STATION,PUSTC,7,10,E,BD,5235
27997,2026-01-29,16:17,Thursday,DONLANDS STATION,EUSC,0,0,E,BD,5267
27998,2026-01-29,16:19,Thursday,DONLANDS STATION,EUSC,0,0,E,BD,5267
27999,2026-01-29,16:25,Thursday,FINCH STATION,PUMO,0,0,None,YU,0
28000,2026-01-29,16:32,Thursday,BLOOR STATION,MUIS,0,0,None,YU,0
28001,2026-01-29,16:37,Thursday,EGLINTON STATION,MUIR,3,6,N,YU,5691
28002,2026-01-29,16:48,Thursday,ST CLAIR STATION,EUO,3,6,S,YU,5861
28003,2026-01-29,17:06,Thursday,EGLINTON STATION,SUDP,0,0,None,YU,0
28004,2026-01-29,17:12,Thursday,DAVISVILLE STATION,MUPAA,3,6,S,YU,5806
28005,2026-01-29,17:17,Thursday,MAIN STREET STATION,PUMEL,0,0,None,BD,0
28006,2026-01-29,17:21,Thursday,HIGHWAY 407 STATION,PUOPO,3,5,S,YU,5591
28007,2026-01-29,17:54,Thursday,ST CLAIR WEST STATION,MUIR,0,0,S,YU,5591
28008,2026-01-29,17:59,Thursday,LAWRENCE STATION,MUIR,17,19,N,YU,5976
28009,2026-01-29,18:10,Thursday,EGLINTON STATION,SUAP,4,6,S,YU,5886
28010,2026-01-29,18:39,Thursday,WELLESLEY STATION,PUTDN,4,6,N,YU,5726
28011,2026-01-29,18:41,Thursday,EGLINTON STATION,SUAP,0,0,None,YU,0
28012,2026-01-29,19:05,Thursday,DUFFERIN STATION,SUDP,0,0,None,BD,0
28013,2026-01-29,19:15,Thursday,UNION STATION,SUDP,0,0,None,YU,0
28014,2026-01-29,19:24,Thursday,WILSON STATION,PUOPO,0,0,S,YU,5531
28015,2026-01-29,19:35,Thursday,CHESTER STATION,MUIS,0,0,None,BD,0
28016,2026-01-29,20:03,Thursday,KIPLING STATION,MUO,3,6,W,BD,5173
28017,2026-01-29,20:17,Thursday,SHEPPARD WEST STATION,MUIR,4,7,S,YU,5451
28018,2026-01-29,20:32,Thursday,SPADINA YUS STATION,SUDP,11,14,S,YU,5556
28019,2026-01-29,20:53,Thursday,SHEPPARD STATION,MUIRS,0,0,None,YU,0
28020,2026-01-29,20:59,Thursday,ST CLAIR WEST STATION,MUIS,0,0,None,YU,0
28021,2026-01-29,21:03,Thursday,MUSEUM STATION,MUWEA,5,8,S,YU,5946
28022,2026-01-29,21:05,Thursday,KIPLING STATION,PUMEL,0,0,None,BD,0
28023,2026-01-29,21:27,Thursday,BLOOR STATION,PUMST,0,0,None,BD,0
28024,2026-01-29,21:32,Thursday,LAWRENCE WEST STATION,EUBK,4,6,N,YU,5961
28025,2026-01-29,21:59,Thursday,TMU STATION,EUOPO,6,11,S,YU,5986
28026,2026-01-29,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
28027,2026-01-29,22:06,Thursday,FINCH STATION,MUIS,0,0,None,YU,0
28028,2026-01-29,22:09,Thursday,WOODBINE STATION,SUAP,19,23,W,BD,5068
28029,2026-01-29,22:17,Thursday,FINCH STATION,MUIS,0,0,None,YU,0
28030,2026-01-29,22:28,Thursday,BATHURST STATION,SUUT,0,0,W,BD,5297
28031,2026-01-29,22:30,Thursday,KIPLING STATION,MUIS,0,0,None,BD,0
28032,2026-01-29,22:35,Thursday,FINCH STATION,MUSAN,5,10,S,YU,5481
28033,2026-01-29,22:36,Thursday,MAIN STREET STATION,SUDP,0,0,None,BD,0
28034,2026-01-29,23:00,Thursday,FINCH TO EGLINTON STAT,MUCP,0,0,None,YU,0
28035,2026-01-29,23:00,Thursday,EARLY SCHEDULE CLOSURE,MUCP,0,0,None,YU,0
28036,2026-01-29,23:04,Thursday,CHESTER STATION,SUDP,0,0,W,BD,0
28037,2026-01-29,23:44,Thursday,DUFFERIN STATION,SUDP,0,0,E,BD,5263
28038,2026-01-29,23:57,Thursday,DUFFERIN STATION,SUDP,0,0,None,BD,0
28039,2026-01-29,01:26,Thursday,HIGH PARK STATION,MUPAA,3,7,W,BD,5060
28040,2026-01-29,01:35,Thursday,WOODBINE STATION,MUI,30,35,E,BD,5062
28041,2026-01-29,01:43,Thursday,EGLINTON STATION,MUIS,0,0,None,YU,0
28042,2026-01-29,01:47,Thursday,COXWELL STATION,SUO,0,0,E,BD,5352
28043,2026-01-29,05:39,Thursday,LESLIE STATION,PUOPO,3,8,W,SHP,6196
28044,2026-01-29,08:25,Thursday,BESSARION STATION,PUOPO,0,0,W,SHP,6151
28045,2026-01-30,02:06,Friday,UNION STATION,MUIS,0,0,None,YU,0
28046,2026-01-30,02:11,Friday,VMC STATION,SUDP,0,0,None,YU,0
28047,2026-01-30,02:20,Friday,KIPLING STATION,SUO,0,0,E,BD,5306
28048,2026-01-30,02:30,Friday,VICTORIA PARK STATION,SUDP,0,0,None,BD,0
28049,2026-01-30,03:00,Friday,STORM TRAINS LINE 1 YO,TUST,0,0,S,YU,5871
28050,2026-01-30,03:00,Friday,STORM TRAINS LINE 2 BL,TUST,0,0,W,BD,5117
28051,2026-01-30,05:56,Friday,EGLINTON STATION,PUTO,10,0,N,YU,5706
28052,2026-01-30,06:01,Friday,DUFFERIN STATION,MUI,7,13,E,BD,5267
28053,2026-01-30,06:12,Friday,CHRISTIE STATION,PUCSC,4,6,E,BD,5306
28054,2026-01-30,06:16,Friday,KIPLING STATION,PUSIS,8,12,E,BD,5757
28055,2026-01-30,06:35,Friday,KEELE STATION,PUSTS,0,0,E,BD,5332
28056,2026-01-30,06:54,Friday,EGLINTON STATION,MUIE,0,0,None,YU,0
28057,2026-01-30,07:13,Friday,EGLINTON STATION,SUO,0,0,N,YU,6186
28058,2026-01-30,07:47,Friday,NORTH YORK CTR STATION,PUOPO,3,5,S,YU,5881
28059,2026-01-30,07:47,Friday,SHEPPARD WEST STATION,SUDP,0,0,None,YU,0
28060,2026-01-30,07:52,Friday,FINCH STATION,PUOPO,0,0,S,YU,5881
28061,2026-01-30,08:02,Friday,EGLINTON STATION,MUIRS,0,0,None,YU,0
28062,2026-01-30,08:20,Friday,KIPLING STATION,EUNT,3,6,W,BD,5263
28063,2026-01-30,08:25,Friday,TMU STATION,PUOPO,0,0,S,YU,5526
28064,2026-01-30,08:29,Friday,DUNDAS WEST STATION,MUIS,0,0,W,BD,0
28065,2026-01-30,08:46,Friday,SUMMERHILL STATION,EUDO,3,5,N,YU,5466
28066,2026-01-30,09:05,Friday,EGLINTON STATION,SUDP,3,5,N,YU,6086
28067,2026-01-30,09:16,Friday,GREENWOOD YARD,PUSIS,0,0,E,BD,5173
28068,2026-01-30,09:16,Friday,VICTORIA PARK STATION,PUTR,141,144,W,BD,5078
28069,2026-01-30,10:30,Friday,GREENWOOD YARD,EUYRD,0,0,E,BD,5168
28070,2026-01-30,10:39,Friday,YORK UNIVERSITY STATIO,EUCD,9,11,N,YU,5461
28071,2026-01-30,10:48,Friday,VICTORIA PARK STATION,SUDP,23,26,E,BD,5020
28072,2026-01-30,11:31,Friday,COXWELL STATION,TUSC,0,0,W,BD,5351
28073,2026-01-30,11:36,Friday,WOODBINE STATION,PUCSC,0,0,E,BD,5121
28074,2026-01-30,11:52,Friday,KENNEDY BD STATION,MUIRS,0,0,None,BD,0
28075,2026-01-30,12:10,Friday,HIGH PARK STATION,EUSC,0,0,E,BD,5220
28076,2026-01-30,12:12,Friday,HIGH PARK STATION,EUSC,0,0,W,BD,5194
28077,2026-01-30,12:49,Friday,PAPE STATION,MUIRS,3,6,W,BD,5095
28078,2026-01-30,12:51,Friday,CHRISTIE STATION,SUDP,4,7,W,BD,5016
28079,2026-01-30,14:31,Friday,SHERBOURNE STATION,SUO,0,0,E,BD,5267
28080,2026-01-30,14:45,Friday,ST GEORGE BD STATION,MUSC,0,0,W,BD,5214
28081,2026-01-30,15:05,Friday,GREENWOOD STATION,MUIS,0,0,None,BD,0
28082,2026-01-30,15:06,Friday,KIPLING STATION,MUIR,0,0,E,BD,5134
28083,2026-01-30,15:17,Friday,COXWELL STATION,TUNOA,3,5,E,BD,0
28084,2026-01-30,15:22,Friday,COXWELL STATION,TUNOA,3,5,E,BD,0
28085,2026-01-30,15:39,Friday,KIPLING STATION,TUO,3,6,E,BD,5113
28086,2026-01-30,15:45,Friday,COLLEGE STATION,PUOPO,3,6,S,YU,5436
28087,2026-01-30,15:52,Friday,DONLANDS STATION,MUIRS,0,0,E,BD,5214
28088,2026-01-30,15:57,Friday,YONGE BD STATION,MUIRS,0,0,None,BD,0
28089,2026-01-30,16:56,Friday,KEELE STATION,MUSC,0,0,E,BD,5067
28090,2026-01-30,17:10,Friday,GLENCAIRN STATION,MUIR,7,9,S,YU,5431
28091,2026-01-30,17:27,Friday,WILSON STATION,MUIS,0,0,None,YU,0
28092,2026-01-30,17:27,Friday,WILSON STATION,EUNEA,3,5,S,YU,5566
28093,2026-01-30,17:34,Friday,HIGH PARK STATION,PUMST,0,0,None,BD,0
28094,2026-01-30,17:37,Friday,SHEPPARD STATION,PUMEL,0,0,None,YU,0
28095,2026-01-30,17:43,Friday,JANE STATION,SUUT,0,0,E,BD,5067
28096,2026-01-30,17:43,Friday,JANE STATION,SUO,0,0,None,BD,0
28097,2026-01-30,17:45,Friday,KIPLING STATION,PUMO,0,0,None,BD,0
28098,2026-01-30,17:53,Friday,ST ANDREW STATION,PUOPO,4,6,S,YU,5791
28099,2026-01-30,18:03,Friday,TMU STATION,PUOPO,3,6,N,YU,5791
28100,2026-01-30,18:06,Friday,ST CLAIR WEST STATION,MUIE,0,0,S,YU,5821
28101,2026-01-30,18:26,Friday,WOODBINE STATION,MUDD,14,17,W,BD,5064
28102,2026-01-30,18:47,Friday,FINCH STATION,SUDP,3,6,S,YU,5902
28103,2026-01-30,19:19,Friday,SPADINA BD STATION,MUIR,7,10,W,BD,5170
28104,2026-01-30,19:42,Friday,TMU STATION,PUMST,0,0,None,YU,0
28105,2026-01-30,19:55,Friday,BLOOR STATION,MUIRS,0,0,None,YU,0
28106,2026-01-30,20:47,Friday,VMC STATION,MUIS,0,0,None,YU,0
28107,2026-01-30,21:00,Friday,LAWRENCE WEST STATION,MUO,0,0,None,YU,0
28108,2026-01-30,21:11,Friday,FINCH STATION,MUIS,0,0,S,YU,5606
28109,2026-01-30,21:18,Friday,OLD MILL STATION,EUSC,0,0,E,BD,5292
28110,2026-01-30,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
28111,2026-01-30,22:29,Friday,COLLEGE STATION,PUMEL,0,0,None,YU,0
28112,2026-01-30,22:31,Friday,HIGHWAY 407 STATION,TUCC,5,10,S,YU,6066
28113,2026-01-30,22:50,Friday,DAVISVILLE STATION,MUO,5,10,S,YU,5551
28114,2026-01-30,23:00,Friday,LINE 1 - YONGE-UNIVERS,MUCP,0,0,None,YU,0
28115,2026-01-30,23:16,Friday,WELLESLEY STATION,MUO,9,14,S,YU,6076
28116,2026-01-30,23:38,Friday,MAIN STREET STATION,MUIRS,0,0,None,BD,0
28117,2026-01-30,23:41,Friday,YONGE BD STATION,MUSAN,8,13,E,BD,5370
28118,2026-01-30,23:58,Friday,SHERBOURNE STATION,MUSAN,5,10,E,BD,5370
28119,2026-01-30,23:59,Friday,SHEPPARD STATION,MUI,10,15,N,YU,5441
28120,2026-01-30,00:09,Friday,BROADVIEW STATION,SUROB,0,0,W,BD,0
28121,2026-01-30,00:11,Friday,CASTLE FRANK STATION,SUDP,9,14,W,BD,5040
28122,2026-01-30,00:27,Friday,VMC STATION,MUIS,0,0,None,YU,0
28123,2026-01-30,00:51,Friday,FINCH STATION,PUMEL,0,0,None,YU,0
28124,2026-01-30,01:04,Friday,YONGE BD STATION,MUPAA,0,0,E,BD,5292
28125,2026-01-30,01:13,Friday,DUFFERIN STATION,MUIS,0,0,None,BD,0
28126,2026-01-30,01:17,Friday,MAIN STREET STATION,MUIS,0,0,None,BD,0
28127,2026-01-30,01:39,Friday,WILSON STATION,SUDP,12,16,S,YU,6086
28128,2026-01-30,01:41,Friday,TMU STATION,EUBK,11,16,N,YU,5546
28129,2026-01-30,01:41,Friday,SHEPPARD WEST STATION,MUIS,0,0,S,YU,0
28130,2026-01-30,01:44,Friday,FINCH STATION,SUAE,0,0,None,YU,0
28131,2026-01-30,15:38,Friday,BAYVIEW STATION,PUOPO,0,0,E,SHP,6156
28132,2026-01-31,05:48,Saturday,DONLANDS STATION,TUO,0,0,E,BD,5194
28133,2026-01-31,06:00,Saturday,ST.GEORGE TO ST.ANDREW,MUCP,0,0,None,YU,0
28134,2026-01-31,06:34,Saturday,KIPLING STATION,MUSC,0,0,E,BD,5267
28135,2026-01-31,07:03,Saturday,DAVISVILLE STATION,PUOPO,5,11,S,YU,5881
28136,2026-01-31,07:11,Saturday,ST CLAIR STATION,PUOPO,4,9,S,YU,5881
28137,2026-01-31,08:03,Saturday,DAVISVILLE BUILD UP,PUOPO,0,0,S,YU,5556
28138,2026-01-31,08:30,Saturday,KIPLING STATION,SUO,4,9,E,BD,5188
28139,2026-01-31,08:42,Saturday,OSSINGTON STATION,SUDP,5,10,W,BD,5210
28140,2026-01-31,08:52,Saturday,KIPLING STATION,EUDO,4,9,E,BD,5194
28141,2026-01-31,09:35,Saturday,FINCH STATION,EUPI,6,12,S,YU,5651
28142,2026-01-31,11:13,Saturday,ST CLAIR WEST STATION,SUUT,3,6,S,YU,5771
28143,2026-01-31,11:59,Saturday,MAIN STREET STATION,SUO,0,0,W,BD,5300
28144,2026-01-31,12:26,Saturday,SHEPPARD STATION,SUO,0,0,N,YU,5546
28145,2026-01-31,12:29,Saturday,EGLINTON STATION,MUIR,0,0,S,YU,6021
28146,2026-01-31,12:33,Saturday,ST CLAIR STATION,SUO,0,0,None,YU,0
28147,2026-01-31,12:44,Saturday,FINCH STATION,SUPOL,9,14,S,YU,6076
28148,2026-01-31,13:10,Saturday,DUFFERIN STATION,MUPAA,3,7,W,BD,5016
28149,2026-01-31,13:14,Saturday,ROSEDALE STATION,SUPOL,7,12,S,YU,6096
28150,2026-01-31,13:29,Saturday,SHEPPARD WEST STATION,SUO,0,0,None,YU,0
28151,2026-01-31,13:35,Saturday,EGLINTON STATION,PUMO,0,0,None,YU,0
28152,2026-01-31,13:38,Saturday,KENNEDY BD STATION,TUSC,0,0,W,BD,5220
28153,2026-01-31,14:01,Saturday,SHEPPARD WEST STATION,MUPAA,3,8,S,YU,6086
28154,2026-01-31,14:16,Saturday,BLOOR STATION,MUIS,0,0,None,YU,0
28155,2026-01-31,14:27,Saturday,YONGE BD STATION,SUDP,0,0,E,BD,0
28156,2026-01-31,14:47,Saturday,SHEPPARD STATION,PUMST,0,0,None,YU,0
28157,2026-01-31,15:02,Saturday,BLOOR STATION,SUDP,3,8,N,YU,6091
28158,2026-01-31,15:06,Saturday,DONLANDS STATION,MUO,3,7,E,BD,5194
28159,2026-01-31,15:48,Saturday,OLD MILL STATION,SUO,0,0,E,BD,0
28160,2026-01-31,16:07,Saturday,CHRISTIE STATION,TUMVS,9,13,E,BD,5122
28161,2026-01-31,16:09,Saturday,PAPE STATION,SUO,0,0,None,BD,0
28162,2026-01-31,16:13,Saturday,WELLESLEY STATION,MUPAA,7,12,S,YU,5746
28163,2026-01-31,16:19,Saturday,BATHURST STATION,TUO,4,8,E,BD,5122
28164,2026-01-31,16:51,Saturday,BROADVIEW STATION,MUIE,0,0,None,BD,0
28165,2026-01-31,17:27,Saturday,TMU STATION,SUDP,0,0,N,YU,0
28166,2026-01-31,17:42,Saturday,WARDEN STATION,MUSC,0,0,E,BD,5224
28167,2026-01-31,17:45,Saturday,ROYAL YORK STATION,PUMEL,0,0,None,BD,0
28168,2026-01-31,18:08,Saturday,ROYAL YORK STATION,MUIS,0,0,None,BD,0
28169,2026-01-31,19:25,Saturday,SUMMERHILL STATION,MUI,25,30,N,YU,5761
28170,2026-01-31,19:35,Saturday,CHRISTIE STATION,SUDP,0,0,None,BD,0
28171,2026-01-31,19:58,Saturday,DUFFERIN STATION,SUDP,4,9,W,BD,5040
28172,2026-01-31,20:16,Saturday,KIPLING STATION,TUNIP,6,11,E,BD,5369
28173,2026-01-31,20:32,Saturday,CHRISTIE STATION,SUDP,0,0,E,BD,5368
28174,2026-01-31,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,None,YU/BD,0
28175,2026-01-31,22:15,Saturday,UNION STATION,PUMEL,0,0,None,YU,0
28176,2026-01-31,22:15,Saturday,UNION STATION,PUMEL,0,0,None,YU,0
28177,2026-01-31,22:29,Saturday,UNION STATION TO ST AN,TUATC,3,8,N,YU,6076
28178,2026-01-31,22:36,Saturday,WELLESLEY STATION,MUIR,0,0,N,YU,5546
28179,2026-01-31,22:36,Saturday,HIGH PARK STATION,MUIR,16,21,E,BD,5224
28180,2026-01-31,22:37,Saturday,WILSON STATION,MUIRS,0,0,None,YU,0
28181,2026-01-31,23:49,Saturday,ST ANDREW STATION,SUO,5,11,S,YU,5761
28182,2026-01-31,00:06,Saturday,QUEEN STATION,MUIRS,0,0,S,YU,0
28183,2026-01-31,00:20,Saturday,ST ANDREW STATION,MUSAN,6,12,S,YU,5421
28184,2026-01-31,00:24,Saturday,UNION STATION,MUIRS,0,0,None,YU,0
28185,2026-01-31,01:13,Saturday,QUEEN STATION,SUO,0,0,None,YU,0
28186,2026-01-31,01:47,Saturday,LANSDOWNE STATION,MUIR,9,17,E,BD,5284
28187,2026-01-31,01:54,Saturday,BLOOR STATION,MUIS,0,0,None,YU,0
28188,2026-01-31,01:59,Saturday,YORK MILLS STATION,PUTO,12,18,N,YU,5761
28189,2026-01-31,03:14,Saturday,BAYVIEW STATION,PUTO,0,0,None,SHP,0
28190,2026-01-31,06:00,Saturday,SHEPPARD-YONGE STATION,MUCP,0,0,None,SHP,0
28191,2026-01-31,09:46,Saturday,DON MILLS STATION,MUO,0,0,None,SHP,0
